"region";"anio";"sector";"pib";"origen";"sector2";"pobla";"pob_hat"
"Antofagasta";1888;"Agrario";0;"Badia-Miró";"Agrario";NA;36771
"Antofagasta";1888;"Industria";0;"Badia-Miró";"Industria";NA;36771
"Antofagasta";1888;"Minería";19251,3098751895;"Badia-Miró";"Minería";NA;36771
"Antofagasta";1888;"Servicios";9361,11315081775;"Badia-Miró";"Servicios";NA;36771
"Antofagasta";1889;"Agrario";0;"Badia-Miró";"Agrario";NA;37816
"Antofagasta";1889;"Industria";14,9177043946853;"Badia-Miró";"Industria";NA;37816
"Antofagasta";1889;"Minería";20378,7772009813;"Badia-Miró";"Minería";NA;37816
"Antofagasta";1889;"Servicios";10338,9727570608;"Badia-Miró";"Servicios";NA;37816
"Antofagasta";1890;"Agrario";0;"Badia-Miró";"Agrario";NA;38860
"Antofagasta";1890;"Industria";19,2103820588874;"Badia-Miró";"Industria";NA;38860
"Antofagasta";1890;"Minería";22670,0907831586;"Badia-Miró";"Minería";NA;38860
"Antofagasta";1890;"Servicios";11836,7836349969;"Badia-Miró";"Servicios";NA;38860
"Antofagasta";1891;"Agrario";0;"Badia-Miró";"Agrario";NA;39905
"Antofagasta";1891;"Industria";24,5988211910343;"Badia-Miró";"Industria";NA;39905
"Antofagasta";1891;"Minería";21503,2424677845;"Badia-Miró";"Minería";NA;39905
"Antofagasta";1891;"Servicios";14239,3245615264;"Badia-Miró";"Servicios";NA;39905
"Antofagasta";1892;"Agrario";0;"Badia-Miró";"Agrario";NA;40950
"Antofagasta";1892;"Industria";31,3557482215931;"Badia-Miró";"Industria";NA;40950
"Antofagasta";1892;"Minería";26849,7783376234;"Badia-Miró";"Minería";NA;40950
"Antofagasta";1892;"Servicios";14412,7155958053;"Badia-Miró";"Servicios";NA;40950
"Antofagasta";1893;"Agrario";0;"Badia-Miró";"Agrario";NA;41995
"Antofagasta";1893;"Industria";39,8190469277542;"Badia-Miró";"Industria";NA;41995
"Antofagasta";1893;"Minería";33717,076680257;"Badia-Miró";"Minería";NA;41995
"Antofagasta";1893;"Servicios";15730,1101266144;"Badia-Miró";"Servicios";NA;41995
"Antofagasta";1894;"Agrario";0;"Badia-Miró";"Agrario";NA;43040
"Antofagasta";1894;"Industria";50,4001611044335;"Badia-Miró";"Industria";NA;43040
"Antofagasta";1894;"Minería";40115,2313133461;"Badia-Miró";"Minería";NA;43040
"Antofagasta";1894;"Servicios";16533,0263849278;"Badia-Miró";"Servicios";NA;43040
"Antofagasta";1895;"Agrario";0;"Badia-Miró";"Agrario";44085;44085
"Antofagasta";1895;"Industria";63,5972097069884;"Badia-Miró";"Industria";44085;44085
"Antofagasta";1895;"Minería";46828,0401355724;"Badia-Miró";"Minería";44085;44085
"Antofagasta";1895;"Servicios";18807,5693891605;"Badia-Miró";"Servicios";44085;44085
"Antofagasta";1896;"Agrario";0;"Badia-Miró";"Agrario";NA;49855
"Antofagasta";1896;"Industria";80,0118319900539;"Badia-Miró";"Industria";NA;49855
"Antofagasta";1896;"Minería";46956,3135266527;"Badia-Miró";"Minería";NA;49855
"Antofagasta";1896;"Servicios";20137,9046574676;"Badia-Miró";"Servicios";NA;49855
"Antofagasta";1897;"Agrario";0;"Badia-Miró";"Agrario";NA;55625
"Antofagasta";1897;"Industria";100,372451962264;"Badia-Miró";"Industria";NA;55625
"Antofagasta";1897;"Minería";47908,1850536812;"Badia-Miró";"Minería";NA;55625
"Antofagasta";1897;"Servicios";19984,2131785121;"Badia-Miró";"Servicios";NA;55625
"Antofagasta";1898;"Agrario";0;"Badia-Miró";"Agrario";NA;61394
"Antofagasta";1898;"Industria";125,580796222432;"Badia-Miró";"Industria";NA;61394
"Antofagasta";1898;"Minería";48307,0495317853;"Badia-Miró";"Minería";NA;61394
"Antofagasta";1898;"Servicios";23075,9818199624;"Badia-Miró";"Servicios";NA;61394
"Antofagasta";1899;"Agrario";0;"Badia-Miró";"Agrario";NA;67164
"Antofagasta";1899;"Industria";156,786557162714;"Badia-Miró";"Industria";NA;67164
"Antofagasta";1899;"Minería";51358,8563062222;"Badia-Miró";"Minería";NA;67164
"Antofagasta";1899;"Servicios";23986,7227952259;"Badia-Miró";"Servicios";NA;67164
"Antofagasta";1900;"Agrario";0;"Badia-Miró";"Agrario";NA;72934
"Antofagasta";1900;"Industria";195,508769139169;"Badia-Miró";"Industria";NA;72934
"Antofagasta";1900;"Minería";54645,2248821386;"Badia-Miró";"Minería";NA;72934
"Antofagasta";1900;"Servicios";24172,0694733029;"Badia-Miró";"Servicios";NA;72934
"Antofagasta";1901;"Agrario";0;"Badia-Miró";"Agrario";NA;78704
"Antofagasta";1901;"Industria";243,828248600483;"Badia-Miró";"Industria";NA;78704
"Antofagasta";1901;"Minería";54725,0008379225;"Badia-Miró";"Minería";NA;78704
"Antofagasta";1901;"Servicios";26468,0527839641;"Badia-Miró";"Servicios";NA;78704
"Antofagasta";1902;"Agrario";0;"Badia-Miró";"Agrario";NA;84474
"Antofagasta";1902;"Industria";304,666448718476;"Badia-Miró";"Industria";NA;84474
"Antofagasta";1902;"Minería";41704,1341897009;"Badia-Miró";"Minería";NA;84474
"Antofagasta";1902;"Servicios";28671,6059642413;"Badia-Miró";"Servicios";NA;84474
"Antofagasta";1903;"Agrario";0;"Badia-Miró";"Agrario";NA;90244
"Antofagasta";1903;"Industria";382,157253181349;"Badia-Miró";"Industria";NA;90244
"Antofagasta";1903;"Minería";98360,283407941;"Badia-Miró";"Minería";NA;90244
"Antofagasta";1903;"Servicios";27131,1604479304;"Badia-Miró";"Servicios";NA;90244
"Antofagasta";1904;"Agrario";0;"Badia-Miró";"Agrario";NA;96014
"Antofagasta";1904;"Industria";482,093388404647;"Badia-Miró";"Industria";NA;96014
"Antofagasta";1904;"Minería";113173,329191996;"Badia-Miró";"Minería";NA;96014
"Antofagasta";1904;"Servicios";30928,4092934282;"Badia-Miró";"Servicios";NA;96014
"Antofagasta";1905;"Agrario";0;"Badia-Miró";"Agrario";NA;101783
"Antofagasta";1905;"Industria";612,329689352348;"Badia-Miró";"Industria";NA;101783
"Antofagasta";1905;"Minería";123715,377140936;"Badia-Miró";"Minería";NA;101783
"Antofagasta";1905;"Servicios";31782,8214219295;"Badia-Miró";"Servicios";NA;101783
"Antofagasta";1906;"Agrario";0;"Badia-Miró";"Agrario";NA;107553
"Antofagasta";1906;"Industria";782,952991181907;"Badia-Miró";"Industria";NA;107553
"Antofagasta";1906;"Minería";124188,875480422;"Badia-Miró";"Minería";NA;107553
"Antofagasta";1906;"Servicios";37121,419952079;"Badia-Miró";"Servicios";NA;107553
"Antofagasta";1907;"Agrario";0;"Badia-Miró";"Agrario";113323;113323
"Antofagasta";1907;"Industria";1005,76726895557;"Badia-Miró";"Industria";113323;113323
"Antofagasta";1907;"Minería";125926,47152572;"Badia-Miró";"Minería";113323;113323
"Antofagasta";1907;"Servicios";41467,7128299128;"Badia-Miró";"Servicios";113323;113323
"Antofagasta";1908;"Agrario";0;"Badia-Miró";"Agrario";NA;117862
"Antofagasta";1908;"Industria";1292,35291240646;"Badia-Miró";"Industria";NA;117862
"Antofagasta";1908;"Minería";167514,879332954;"Badia-Miró";"Minería";NA;117862
"Antofagasta";1908;"Servicios";46245,3468107897;"Badia-Miró";"Servicios";NA;117862
"Antofagasta";1909;"Agrario";0;"Badia-Miró";"Agrario";NA;122401
"Antofagasta";1909;"Industria";1649,5821377825;"Badia-Miró";"Industria";NA;122401
"Antofagasta";1909;"Minería";202424,382010483;"Badia-Miró";"Minería";NA;122401
"Antofagasta";1909;"Servicios";45859,7759811032;"Badia-Miró";"Servicios";NA;122401
"Antofagasta";1910;"Agrario";0;"Badia-Miró";"Agrario";NA;126940
"Antofagasta";1910;"Industria";2071,12164752587;"Badia-Miró";"Industria";NA;126940
"Antofagasta";1910;"Minería";268721,233083203;"Badia-Miró";"Minería";NA;126940
"Antofagasta";1910;"Servicios";51504,8254739348;"Badia-Miró";"Servicios";NA;126940
"Antofagasta";1911;"Agrario";0;"Badia-Miró";"Agrario";NA;131479
"Antofagasta";1911;"Industria";2523,0493995725;"Badia-Miró";"Industria";NA;131479
"Antofagasta";1911;"Minería";279612,403129645;"Badia-Miró";"Minería";NA;131479
"Antofagasta";1911;"Servicios";49102,2507392718;"Badia-Miró";"Servicios";NA;131479
"Antofagasta";1912;"Agrario";0;"Badia-Miró";"Agrario";NA;136018
"Antofagasta";1912;"Industria";2711,75886880384;"Badia-Miró";"Industria";NA;136018
"Antofagasta";1912;"Minería";288975,567628813;"Badia-Miró";"Minería";NA;136018
"Antofagasta";1912;"Servicios";50287,6726783762;"Badia-Miró";"Servicios";NA;136018
"Antofagasta";1913;"Agrario";0;"Badia-Miró";"Agrario";NA;140557
"Antofagasta";1913;"Industria";2964,603982225;"Badia-Miró";"Industria";NA;140557
"Antofagasta";1913;"Minería";319048,08090772;"Badia-Miró";"Minería";NA;140557
"Antofagasta";1913;"Servicios";49989,0790470821;"Badia-Miró";"Servicios";NA;140557
"Antofagasta";1914;"Agrario";0;"Badia-Miró";"Agrario";NA;145096
"Antofagasta";1914;"Industria";2337,6575599981;"Badia-Miró";"Industria";NA;145096
"Antofagasta";1914;"Minería";272968,58268098;"Badia-Miró";"Minería";NA;145096
"Antofagasta";1914;"Servicios";41286,1625331421;"Badia-Miró";"Servicios";NA;145096
"Antofagasta";1915;"Agrario";0;"Badia-Miró";"Agrario";NA;149635
"Antofagasta";1915;"Industria";2831,07864639853;"Badia-Miró";"Industria";NA;149635
"Antofagasta";1915;"Minería";218762,119798725;"Badia-Miró";"Minería";NA;149635
"Antofagasta";1915;"Servicios";41463,1328638427;"Badia-Miró";"Servicios";NA;149635
"Antofagasta";1916;"Agrario";0;"Badia-Miró";"Agrario";NA;154174
"Antofagasta";1916;"Industria";3614,10773582068;"Badia-Miró";"Industria";NA;154174
"Antofagasta";1916;"Minería";405529,205978945;"Badia-Miró";"Minería";NA;154174
"Antofagasta";1916;"Servicios";47332,727622408;"Badia-Miró";"Servicios";NA;154174
"Antofagasta";1917;"Agrario";2,11607312204136;"Badia-Miró";"Agrario";NA;158713
"Antofagasta";1917;"Industria";3992,85012895271;"Badia-Miró";"Industria";NA;158713
"Antofagasta";1917;"Minería";353793,888807649;"Badia-Miró";"Minería";NA;158713
"Antofagasta";1917;"Servicios";47649,0468667316;"Badia-Miró";"Servicios";NA;158713
"Antofagasta";1918;"Agrario";2,57849923384033;"Badia-Miró";"Agrario";NA;163252
"Antofagasta";1918;"Industria";4501,71494311367;"Badia-Miró";"Industria";NA;163252
"Antofagasta";1918;"Minería";295616,394760839;"Badia-Miró";"Minería";NA;163252
"Antofagasta";1918;"Servicios";48906,2956845319;"Badia-Miró";"Servicios";NA;163252
"Antofagasta";1919;"Agrario";2,96962457809404;"Badia-Miró";"Agrario";NA;167791
"Antofagasta";1919;"Industria";4650,17955613409;"Badia-Miró";"Industria";NA;167791
"Antofagasta";1919;"Minería";148343,530137585;"Badia-Miró";"Minería";NA;167791
"Antofagasta";1919;"Servicios";45225,2149054612;"Badia-Miró";"Servicios";NA;167791
"Antofagasta";1920;"Agrario";3,3613326393277;"Badia-Miró";"Agrario";172330;172330
"Antofagasta";1920;"Industria";4607,75765864192;"Badia-Miró";"Industria";172330;172330
"Antofagasta";1920;"Minería";284579,555840277;"Badia-Miró";"Minería";172330;172330
"Antofagasta";1920;"Servicios";51814,3282751455;"Badia-Miró";"Servicios";172330;172330
"Antofagasta";1921;"Agrario";4,37942155561515;"Badia-Miró";"Agrario";NA;172974
"Antofagasta";1921;"Industria";4867,03604347584;"Badia-Miró";"Industria";NA;172974
"Antofagasta";1921;"Minería";149754,380619584;"Badia-Miró";"Minería";NA;172974
"Antofagasta";1921;"Servicios";46848,3004987863;"Badia-Miró";"Servicios";NA;172974
"Antofagasta";1922;"Agrario";5,28751058447294;"Badia-Miró";"Agrario";NA;173617
"Antofagasta";1922;"Industria";5224,34497979104;"Badia-Miró";"Industria";NA;173617
"Antofagasta";1922;"Minería";152925,537965283;"Badia-Miró";"Minería";NA;173617
"Antofagasta";1922;"Servicios";47792,3080905426;"Badia-Miró";"Servicios";NA;173617
"Antofagasta";1923;"Agrario";6,45697925662248;"Badia-Miró";"Agrario";NA;174260
"Antofagasta";1923;"Industria";5954,43516205696;"Badia-Miró";"Industria";NA;174260
"Antofagasta";1923;"Minería";254869,061222841;"Badia-Miró";"Minería";NA;174260
"Antofagasta";1923;"Servicios";54197,951465541;"Badia-Miró";"Servicios";NA;174260
"Antofagasta";1924;"Agrario";7,51202204404539;"Badia-Miró";"Agrario";NA;174904
"Antofagasta";1924;"Industria";6103,13051521151;"Badia-Miró";"Industria";NA;174904
"Antofagasta";1924;"Minería";270227,186046546;"Badia-Miró";"Minería";NA;174904
"Antofagasta";1924;"Servicios";56587,3949210955;"Badia-Miró";"Servicios";NA;174904
"Antofagasta";1925;"Agrario";9,42109118386672;"Badia-Miró";"Agrario";NA;175548
"Antofagasta";1925;"Industria";6696,31643917047;"Badia-Miró";"Industria";NA;175548
"Antofagasta";1925;"Minería";309631,58214655;"Badia-Miró";"Minería";NA;175548
"Antofagasta";1925;"Servicios";59201,2188147648;"Badia-Miró";"Servicios";NA;175548
"Antofagasta";1926;"Agrario";10,3095740863275;"Badia-Miró";"Agrario";NA;176191
"Antofagasta";1926;"Industria";6264,45247407022;"Badia-Miró";"Industria";NA;176191
"Antofagasta";1926;"Minería";249375,944159876;"Badia-Miró";"Minería";NA;176191
"Antofagasta";1926;"Servicios";53038,2687119593;"Badia-Miró";"Servicios";NA;176191
"Antofagasta";1927;"Agrario";11,3926360528518;"Badia-Miró";"Agrario";NA;176834
"Antofagasta";1927;"Industria";6168,02541199563;"Badia-Miró";"Industria";NA;176834
"Antofagasta";1927;"Minería";250279,922931958;"Badia-Miró";"Minería";NA;176834
"Antofagasta";1927;"Servicios";51190,3754068478;"Badia-Miró";"Servicios";NA;176834
"Antofagasta";1928;"Agrario";14,4840523565269;"Badia-Miró";"Agrario";NA;177478
"Antofagasta";1928;"Industria";6573,38745889861;"Badia-Miró";"Industria";NA;177478
"Antofagasta";1928;"Minería";407537,952366941;"Badia-Miró";"Minería";NA;177478
"Antofagasta";1928;"Servicios";57103,5410076888;"Badia-Miró";"Servicios";NA;177478
"Antofagasta";1929;"Agrario";13,7845268694292;"Badia-Miró";"Agrario";NA;178122
"Antofagasta";1929;"Industria";6923,62329418009;"Badia-Miró";"Industria";NA;178122
"Antofagasta";1929;"Minería";447033,980548503;"Badia-Miró";"Minería";NA;178122
"Antofagasta";1929;"Servicios";59903,3422322062;"Badia-Miró";"Servicios";NA;178122
"Antofagasta";1930;"Agrario";12,4090550522784;"Badia-Miró";"Agrario";178765;178765
"Antofagasta";1930;"Industria";6313,7432799692;"Badia-Miró";"Industria";178765;178765
"Antofagasta";1930;"Minería";310957,209729057;"Badia-Miró";"Minería";178765;178765
"Antofagasta";1930;"Servicios";52556,7947296929;"Badia-Miró";"Servicios";178765;178765
"Antofagasta";1931;"Agrario";10,7378004403558;"Badia-Miró";"Agrario";NA;175403
"Antofagasta";1931;"Industria";4889,22813398531;"Badia-Miró";"Industria";NA;175403
"Antofagasta";1931;"Minería";216645,820720307;"Badia-Miró";"Minería";NA;175403
"Antofagasta";1931;"Servicios";41245,5871653814;"Badia-Miró";"Servicios";NA;175403
"Antofagasta";1932;"Agrario";9,63226719193732;"Badia-Miró";"Agrario";NA;172041
"Antofagasta";1932;"Industria";4691,97433123968;"Badia-Miró";"Industria";NA;172041
"Antofagasta";1932;"Minería";99531,3525899927;"Badia-Miró";"Minería";NA;172041
"Antofagasta";1932;"Servicios";35109,5203682953;"Badia-Miró";"Servicios";NA;172041
"Antofagasta";1933;"Agrario";11,0362182063385;"Badia-Miró";"Agrario";NA;168680
"Antofagasta";1933;"Industria";4994,17373534061;"Badia-Miró";"Industria";NA;168680
"Antofagasta";1933;"Minería";94686,1144127948;"Badia-Miró";"Minería";NA;168680
"Antofagasta";1933;"Servicios";42569,4363860116;"Badia-Miró";"Servicios";NA;168680
"Antofagasta";1934;"Agrario";10,5962139350436;"Badia-Miró";"Agrario";NA;165318
"Antofagasta";1934;"Industria";5324,71791286981;"Badia-Miró";"Industria";NA;165318
"Antofagasta";1934;"Minería";177663,556950724;"Badia-Miró";"Minería";NA;165318
"Antofagasta";1934;"Servicios";47655,2559891447;"Badia-Miró";"Servicios";NA;165318
"Antofagasta";1935;"Agrario";7,54527501003927;"Badia-Miró";"Agrario";NA;161956
"Antofagasta";1935;"Industria";5637,22141843666;"Badia-Miró";"Industria";NA;161956
"Antofagasta";1935;"Minería";223444,560903744;"Badia-Miró";"Minería";NA;161956
"Antofagasta";1935;"Servicios";49120,5069947621;"Badia-Miró";"Servicios";NA;161956
"Antofagasta";1936;"Agrario";41,9149928520408;"Badia-Miró";"Agrario";NA;158594
"Antofagasta";1936;"Industria";5582,13356171043;"Badia-Miró";"Industria";NA;158594
"Antofagasta";1936;"Minería";167977,36472924;"Badia-Miró";"Minería";NA;158594
"Antofagasta";1936;"Servicios";50313,1187327646;"Badia-Miró";"Servicios";NA;158594
"Antofagasta";1937;"Agrario";45,3247105807247;"Badia-Miró";"Agrario";NA;155232
"Antofagasta";1937;"Industria";5495,11565906539;"Badia-Miró";"Industria";NA;155232
"Antofagasta";1937;"Minería";250722,653150862;"Badia-Miró";"Minería";NA;155232
"Antofagasta";1937;"Servicios";53528,6853058044;"Badia-Miró";"Servicios";NA;155232
"Antofagasta";1938;"Agrario";48,9256479227018;"Badia-Miró";"Agrario";NA;151871
"Antofagasta";1938;"Industria";5587,21020344556;"Badia-Miró";"Industria";NA;151871
"Antofagasta";1938;"Minería";211861,606122053;"Badia-Miró";"Minería";NA;151871
"Antofagasta";1938;"Servicios";54047,4773431524;"Badia-Miró";"Servicios";NA;151871
"Antofagasta";1939;"Agrario";52,0980805626427;"Badia-Miró";"Agrario";NA;148509
"Antofagasta";1939;"Industria";5575,64329613411;"Badia-Miró";"Industria";NA;148509
"Antofagasta";1939;"Minería";214497,496038307;"Badia-Miró";"Minería";NA;148509
"Antofagasta";1939;"Servicios";53484,2866294954;"Badia-Miró";"Servicios";NA;148509
"Antofagasta";1940;"Agrario";51,000389327467;"Badia-Miró";"Agrario";145147;145147
"Antofagasta";1940;"Industria";6306,89166697215;"Badia-Miró";"Industria";145147;145147
"Antofagasta";1940;"Minería";227866,14462732;"Badia-Miró";"Minería";145147;145147
"Antofagasta";1940;"Servicios";54061,2933887491;"Badia-Miró";"Servicios";145147;145147
"Antofagasta";1941;"Agrario";49,4461990581247;"Badia-Miró";"Agrario";NA;148453
"Antofagasta";1941;"Industria";8463,22557992959;"Badia-Miró";"Industria";NA;148453
"Antofagasta";1941;"Minería";343190,619772203;"Badia-Miró";"Minería";NA;148453
"Antofagasta";1941;"Servicios";48535,0384466115;"Badia-Miró";"Servicios";NA;148453
"Antofagasta";1942;"Agrario";54,9064041251893;"Badia-Miró";"Agrario";NA;151760
"Antofagasta";1942;"Industria";7945,78779509721;"Badia-Miró";"Industria";NA;151760
"Antofagasta";1942;"Minería";304542,66325872;"Badia-Miró";"Minería";NA;151760
"Antofagasta";1942;"Servicios";56871,5453546576;"Badia-Miró";"Servicios";NA;151760
"Antofagasta";1943;"Agrario";66,8391887973719;"Badia-Miró";"Agrario";NA;155066
"Antofagasta";1943;"Industria";9051,32776830009;"Badia-Miró";"Industria";NA;155066
"Antofagasta";1943;"Minería";310077,143206007;"Badia-Miró";"Minería";NA;155066
"Antofagasta";1943;"Servicios";56761,6759416289;"Badia-Miró";"Servicios";NA;155066
"Antofagasta";1944;"Agrario";77,2275520938997;"Badia-Miró";"Agrario";NA;158373
"Antofagasta";1944;"Industria";8747,08404352222;"Badia-Miró";"Industria";NA;158373
"Antofagasta";1944;"Minería";291594,240466949;"Badia-Miró";"Minería";NA;158373
"Antofagasta";1944;"Servicios";61235,1858962645;"Badia-Miró";"Servicios";NA;158373
"Antofagasta";1945;"Agrario";75,9051771378413;"Badia-Miró";"Agrario";NA;161679
"Antofagasta";1945;"Industria";8662,92338191708;"Badia-Miró";"Industria";NA;161679
"Antofagasta";1945;"Minería";271847,56496765;"Badia-Miró";"Minería";NA;161679
"Antofagasta";1945;"Servicios";75963,8046096271;"Badia-Miró";"Servicios";NA;161679
"Antofagasta";1946;"Agrario";101,427097789361;"Badia-Miró";"Agrario";NA;164986
"Antofagasta";1946;"Industria";8566,1740442063;"Badia-Miró";"Industria";NA;164986
"Antofagasta";1946;"Minería";310197,00393173;"Badia-Miró";"Minería";NA;164986
"Antofagasta";1946;"Servicios";84459,0200339466;"Badia-Miró";"Servicios";NA;164986
"Antofagasta";1947;"Agrario";97,7161870544717;"Badia-Miró";"Agrario";NA;168292
"Antofagasta";1947;"Industria";8273,1326242486;"Badia-Miró";"Industria";NA;168292
"Antofagasta";1947;"Minería";300926,936988269;"Badia-Miró";"Minería";NA;168292
"Antofagasta";1947;"Servicios";76428,1842298262;"Badia-Miró";"Servicios";NA;168292
"Antofagasta";1948;"Agrario";139,787467599309;"Badia-Miró";"Agrario";NA;171598
"Antofagasta";1948;"Industria";9512,8992722298;"Badia-Miró";"Industria";NA;171598
"Antofagasta";1948;"Minería";352245,990915786;"Badia-Miró";"Minería";NA;171598
"Antofagasta";1948;"Servicios";89961,7087292767;"Badia-Miró";"Servicios";NA;171598
"Antofagasta";1949;"Agrario";168,528662216016;"Badia-Miró";"Agrario";NA;174905
"Antofagasta";1949;"Industria";10228,3222746869;"Badia-Miró";"Industria";NA;174905
"Antofagasta";1949;"Minería";318430,763291054;"Badia-Miró";"Minería";NA;174905
"Antofagasta";1949;"Servicios";86803,0347724053;"Badia-Miró";"Servicios";NA;174905
"Antofagasta";1950;"Agrario";204,314918680913;"Badia-Miró";"Agrario";NA;178211
"Antofagasta";1950;"Industria";10960,5112381655;"Badia-Miró";"Industria";NA;178211
"Antofagasta";1950;"Minería";280134,822521527;"Badia-Miró";"Minería";NA;178211
"Antofagasta";1950;"Servicios";100422,268166107;"Badia-Miró";"Servicios";NA;178211
"Antofagasta";1951;"Agrario";240,493688141561;"Badia-Miró";"Agrario";NA;181518
"Antofagasta";1951;"Industria";11194,891109309;"Badia-Miró";"Industria";NA;181518
"Antofagasta";1951;"Minería";279193,599409391;"Badia-Miró";"Minería";NA;181518
"Antofagasta";1951;"Servicios";109621,251317043;"Badia-Miró";"Servicios";NA;181518
"Antofagasta";1952;"Agrario";40,2186146571598;"Badia-Miró";"Agrario";184824;184824
"Antofagasta";1952;"Industria";12037,8236021183;"Badia-Miró";"Industria";184824;184824
"Antofagasta";1952;"Minería";254238,961173572;"Badia-Miró";"Minería";184824;184824
"Antofagasta";1952;"Servicios";124225,727183084;"Badia-Miró";"Servicios";184824;184824
"Antofagasta";1953;"Agrario";42,7849575642589;"Badia-Miró";"Agrario";NA;188621
"Antofagasta";1953;"Industria";14165,980265503;"Badia-Miró";"Industria";NA;188621
"Antofagasta";1953;"Minería";261122,403084085;"Badia-Miró";"Minería";NA;188621
"Antofagasta";1953;"Servicios";137381,918164013;"Badia-Miró";"Servicios";NA;188621
"Antofagasta";1954;"Agrario";44,6279495693533;"Badia-Miró";"Agrario";NA;192418
"Antofagasta";1954;"Industria";16316,2179234244;"Badia-Miró";"Industria";NA;192418
"Antofagasta";1954;"Minería";295312,416648809;"Badia-Miró";"Minería";NA;192418
"Antofagasta";1954;"Servicios";123631,830249886;"Badia-Miró";"Servicios";NA;192418
"Antofagasta";1955;"Agrario";48,2185868512281;"Badia-Miró";"Agrario";NA;196215
"Antofagasta";1955;"Industria";17034,116503943;"Badia-Miró";"Industria";NA;196215
"Antofagasta";1955;"Minería";280748,935452831;"Badia-Miró";"Minería";NA;196215
"Antofagasta";1955;"Servicios";127521,39640875;"Badia-Miró";"Servicios";NA;196215
"Antofagasta";1956;"Agrario";54,1654879884832;"Badia-Miró";"Agrario";NA;200012
"Antofagasta";1956;"Industria";16855,7991876752;"Badia-Miró";"Industria";NA;200012
"Antofagasta";1956;"Minería";232681,329082279;"Badia-Miró";"Minería";NA;200012
"Antofagasta";1956;"Servicios";135926,263489867;"Badia-Miró";"Servicios";NA;200012
"Antofagasta";1957;"Agrario";55,7796499028579;"Badia-Miró";"Agrario";NA;203809
"Antofagasta";1957;"Industria";18670,6592650289;"Badia-Miró";"Industria";NA;203809
"Antofagasta";1957;"Minería";245525,166630522;"Badia-Miró";"Minería";NA;203809
"Antofagasta";1957;"Servicios";151501,321056437;"Badia-Miró";"Servicios";NA;203809
"Antofagasta";1958;"Agrario";64,2558008491409;"Badia-Miró";"Agrario";NA;207606
"Antofagasta";1958;"Industria";19973,1062855261;"Badia-Miró";"Industria";NA;207606
"Antofagasta";1958;"Minería";211180,218674673;"Badia-Miró";"Minería";NA;207606
"Antofagasta";1958;"Servicios";163168,220517731;"Badia-Miró";"Servicios";NA;207606
"Antofagasta";1959;"Agrario";67,8122543133172;"Badia-Miró";"Agrario";NA;211403
"Antofagasta";1959;"Industria";22967,6788270075;"Badia-Miró";"Industria";NA;211403
"Antofagasta";1959;"Minería";256375,360965135;"Badia-Miró";"Minería";NA;211403
"Antofagasta";1959;"Servicios";142641,063969438;"Badia-Miró";"Servicios";NA;211403
"Antofagasta";1960;"Agrario";63,1463426363868;"Badia-Miró";"Agrario";215200;215200
"Antofagasta";1960;"Industria";27764,4139203418;"Badia-Miró";"Industria";215200;215200
"Antofagasta";1960;"Minería";170241,950273682;"Badia-Miró";"Minería";215200;215200
"Antofagasta";1960;"Servicios";155361,348416276;"Badia-Miró";"Servicios";215200;215200
"Antofagasta";1961;"Agrario";57,8361172955245;"Badia-Miró";"Agrario";NA;218880
"Antofagasta";1961;"Industria";32959,1872987725;"Badia-Miró";"Industria";NA;218880
"Antofagasta";1961;"Minería";76343,0416056681;"Badia-Miró";"Minería";NA;218880
"Antofagasta";1961;"Servicios";159558,49766062;"Badia-Miró";"Servicios";NA;218880
"Antofagasta";1962;"Agrario";51,4353900378074;"Badia-Miró";"Agrario";NA;222560
"Antofagasta";1962;"Industria";39823,0365118461;"Badia-Miró";"Industria";NA;222560
"Antofagasta";1962;"Minería";263742,647221013;"Badia-Miró";"Minería";NA;222560
"Antofagasta";1962;"Servicios";163528,153456984;"Badia-Miró";"Servicios";NA;222560
"Antofagasta";1963;"Agrario";50,8283686933617;"Badia-Miró";"Agrario";NA;226240
"Antofagasta";1963;"Industria";45653,3591887096;"Badia-Miró";"Industria";NA;226240
"Antofagasta";1963;"Minería";140220,671471839;"Badia-Miró";"Minería";NA;226240
"Antofagasta";1963;"Servicios";175809,004198882;"Badia-Miró";"Servicios";NA;226240
"Antofagasta";1964;"Agrario";48,2939173758997;"Badia-Miró";"Agrario";NA;229920
"Antofagasta";1964;"Industria";52857,8144976621;"Badia-Miró";"Industria";NA;229920
"Antofagasta";1964;"Minería";165376,790010942;"Badia-Miró";"Minería";NA;229920
"Antofagasta";1964;"Servicios";174635,387988694;"Badia-Miró";"Servicios";NA;229920
"Antofagasta";1965;"Agrario";45,803024245148;"Badia-Miró";"Agrario";NA;233600
"Antofagasta";1965;"Industria";60747,1923156092;"Badia-Miró";"Industria";NA;233600
"Antofagasta";1965;"Minería";127032,016474861;"Badia-Miró";"Minería";NA;233600
"Antofagasta";1965;"Servicios";174574,938978879;"Badia-Miró";"Servicios";NA;233600
"Antofagasta";1966;"Agrario";51,9243594911852;"Badia-Miró";"Agrario";NA;237280
"Antofagasta";1966;"Industria";75193,4501337723;"Badia-Miró";"Industria";NA;237280
"Antofagasta";1966;"Minería";148245,623420137;"Badia-Miró";"Minería";NA;237280
"Antofagasta";1966;"Servicios";191586,682358954;"Badia-Miró";"Servicios";NA;237280
